REAL 	71.720,10
	Cart. 	Var. 	Nosso número 	Nome pagador 	Nro beneficiário 	Valor 	Vencimento 	Situação
	17 	019 	27697460000000532-0 	Titulo sem existenci 		103,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000534-7 	Titulo sem existenci 		263,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000535-5 	Titulo sem existenci 		103,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000536-3 	Titulo sem existenci 		653,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000537-1 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000539-8 	Titulo sem existenci 		163,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000540-1 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000541-X 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000543-6 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000546-0 	Titulo sem existenci 		653,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000549-5 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000551-7 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000552-5 	Titulo sem existenci 		103,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000553-3 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000555-X 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000556-8 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000558-4 	Titulo sem existenci 		263,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000559-2 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000560-6 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000561-4 	Titulo sem existenci 		43,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000562-2 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000564-9 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000565-7 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000566-5 	Titulo sem existenci 		263,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000567-3 	Titulo sem existenci 		43,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000569-X 	Titulo sem existenci 		103,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000570-3 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000571-1 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000572-X 	Titulo sem existenci 		203,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000573-8 	Titulo sem existenci 		228,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000574-6 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000575-4 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000577-0 	Titulo sem existenci 		103,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000578-9 	Titulo sem existenci 		130,00 	01/01/0001 	Liquidado
	17 	019 	27697460000000579-7 	Titulo sem existenci 		43,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000580-0 	Titulo sem existenci 		103,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000581-9 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000582-7 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000583-5 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000584-3 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000585-1 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000586-X 	Titulo sem existenci 		103,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000587-8 	Titulo sem existenci 		263,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000588-6 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000589-4 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000590-8 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000592-4 	Titulo sem existenci 		198,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000594-0 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000595-9 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000597-5 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000598-3 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000599-1 	Titulo sem existenci 		103,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000600-9 	Titulo sem existenci 		103,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000601-7 	Titulo sem existenci 		103,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000602-5 	Titulo sem existenci 		303,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000603-3 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000605-X 	Titulo sem existenci 		203,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000606-8 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000607-6 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000610-6 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000611-4 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000612-2 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000613-0 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000614-9 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000616-5 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000618-1 	Titulo sem existenci 		133,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000619-X 	Titulo sem existenci 		83,50 	01/01/0001 	Liquidado
	17 	019 	27697460000000002-7 	PH SERV CORP E REPRE 	27697462 	2.820,00 	20/11/2015 	Liquidado
	17 	019 	27697460000000003-5 	PH SERV CORP E REPRE 	27697463 	2.820,00 	07/12/2015 	Liquidado
	17 	019 	27697460000000004-3 	HOFRAN COMRCIAL ELET 	004 	500,00 	29/12/2015 	Liquidado 
